QuestionID,ParticipantID,Answer,Time,QuestionNo,QuestionID,CorrectAnswer,Hypothesis,ParticipantID,Age,Gender,Profession,Education
H3D8B3,201,10,22.403,2,H3D8B3,0.75,3,201,32,Male,Full-Time Employment,Undergraduate
H3D16B3,201,55,28.202,3,H3D16B3,0.5,3,201,32,Male,Full-Time Employment,Undergraduate
H3D16T4,201,2 to 3,28.292,4,H3D16T4,1.5,3,201,32,Male,Full-Time Employment,Undergraduate
H3D0T4,201,3 to 1,16.726,5,H3D0T4,3,3,201,32,Male,Full-Time Employment,Undergraduate
H3D4T3,201,1 to 2,16.035,6,H3D4T3,0.5,3,201,32,Male,Full-Time Employment,Undergraduate
H3D8T4,201,3 to 1,12.915,7,H3D8T4,3,3,201,32,Male,Full-Time Employment,Undergraduate
H1C1R10ST,202,Nancy,14.041,1,H1C1R10ST,Nancy,1,202,41,Female,Full-Time Employment,High School
H1C1R20DT,202,108,8.293,2,H1C1R20DT,108,1,202,41,Female,Full-Time Employment,High School
H1C2R15DB,202,70,30.595,3,H1C2R15DB,69,1,202,41,Female,Full-Time Employment,High School
H3D2T4,203,03-Apr,14.031,1,H3D2T4,0.75,3,203,29,Male,Full-Time Employment,Undergraduate
H1C2R5SB,202,Kenan,29.291,4,H1C2R5SB,Kenan,1,202,41,Female,Full-Time Employment,High School
H3D0B3,203,01-Feb,12.87,2,H3D0B3,0.5,3,203,29,Male,Full-Time Employment,Undergraduate
H1C1R15SB,202,Paige,13.607,5,H1C1R15SB,Paige,1,202,41,Female,Full-Time Employment,High School
H3D2B3,203,3,12.672,3,H3D2B3,3,3,203,29,Male,Full-Time Employment,Undergraduate
H3D1B3,203,01-Feb,13.705,4,H3D1B3,0.5,3,203,29,Male,Full-Time Employment,Undergraduate
H1C4R15SB,204,Angus,23.8,1,H1C4R15SB,Angus,1,204,32,Male,Full-Time Employment,Undergraduate
H1C4R15SB,202,Angus,24.107,6,H1C4R15SB,Angus,1,202,41,Female,Full-Time Employment,High School
H3D8B3,203,03-Apr,12.123,5,H3D8B3,0.75,3,203,29,Male,Full-Time Employment,Undergraduate
H1C4R5DB,204,96,12.789,2,H1C4R5DB,93,1,204,32,Male,Full-Time Employment,Undergraduate
H1C4R10ST,202,Nillie,14.633,7,H1C4R10ST,Nillie,1,202,41,Female,Full-Time Employment,High School
H3D4T3,203,01-Feb,13.721,6,H3D4T3,0.5,3,203,29,Male,Full-Time Employment,Undergraduate
H1C2R20ST,202,Maria,8.996,8,H1C2R20ST,Maria,1,202,41,Female,Full-Time Employment,High School
H1C2R10DT,204,79,12.237,3,H1C2R10DT,79,1,204,32,Male,Full-Time Employment,Undergraduate
H1C4R5DB,202,90,13.456,9,H1C4R5DB,93,1,202,41,Female,Full-Time Employment,High School
H3D1T4,203,1.5,19.267,7,H3D1T4,1.5,3,203,29,Male,Full-Time Employment,Undergraduate
H1C2R10DT,202,79,7.462,10,H1C2R10DT,79,1,202,41,Female,Full-Time Employment,High School
H1C2R20ST,204,Maria,22.494,4,H1C2R20ST,Maria,1,204,32,Male,Full-Time Employment,Undergraduate
H1C1R5DB,202,45,9.39,11,H1C1R5DB,46,1,202,41,Female,Full-Time Employment,High School
H1C1R15SB,204,Nillie,10.398,5,H1C1R15SB,Paige,1,204,32,Male,Full-Time Employment,Undergraduate
H1C4R20DT,202,74,8.771,12,H1C4R20DT,74,1,202,41,Female,Full-Time Employment,High School
H1C1R10ST,204,Nancy,6.639,6,H1C1R10ST,Nancy,1,204,32,Male,Full-Time Employment,Undergraduate
H1C1R20DT,204,108,8.152,7,H1C1R20DT,108,1,204,32,Male,Full-Time Employment,Undergraduate
H1C4R10ST,204,Nillie,8.491,8,H1C4R10ST,Nillie,1,204,32,Male,Full-Time Employment,Undergraduate
H1C2R15DB,204,70,12.398,9,H1C2R15DB,69,1,204,32,Male,Full-Time Employment,Undergraduate
H1C1R5DB,204,47,9.458,10,H1C1R5DB,46,1,204,32,Male,Full-Time Employment,Undergraduate
H3D16T4,203,1.5,65.958,8,H3D16T4,1.5,3,203,29,Male,Full-Time Employment,Undergraduate
H1C4R20DT,204,74,7.918,11,H1C4R20DT,74,1,204,32,Male,Full-Time Employment,Undergraduate
H3D2T3,205,03:01,17.635,1,H3D2T3,3,3,205,61,Male,Unemployed,Undergraduate
H3D8T4,203,3,8.536,9,H3D8T4,3,3,203,29,Male,Full-Time Employment,Undergraduate
H1C2R5SB,204,Kenan,11.794,12,H1C2R5SB,Kenan,1,204,32,Male,Full-Time Employment,Undergraduate
H1C2R5ST,206,Kenan,17.098,1,H1C2R5ST,Kenan,1,206,26,Male,Full-Time Employment,Undergraduate
H3D0T3,205,01:02,17.523,2,H3D0T3,0.5,3,205,61,Male,Unemployed,Undergraduate
H1C1R15ST,206,Paige,7.639,2,H1C1R15ST,Paige,1,206,26,Male,Full-Time Employment,Undergraduate
H1C2R15DT,206,69,6.223,3,H1C2R15DT,69,1,206,26,Male,Full-Time Employment,Undergraduate
H1C1R20DB,206,108,10.8,4,H1C1R20DB,108,1,206,26,Male,Full-Time Employment,Undergraduate
H1C4R5DT,206,93,7.292,5,H1C4R5DT,93,1,206,26,Male,Full-Time Employment,Undergraduate
H3D2B4,205,Graphic too small to read,44.174,3,H3D2B4,0.75,3,205,61,Male,Unemployed,Undergraduate
H3D0T4,203,3,57.824,10,H3D0T4,3,3,203,29,Male,Full-Time Employment,Undergraduate
H3D16B3,203,01-Feb,10.213,11,H3D16B3,0.5,3,203,29,Male,Full-Time Employment,Undergraduate
H1C2R20SB,206,maria,34.776,6,H1C2R20SB,Maria,1,206,26,Male,Full-Time Employment,Undergraduate
H3D4B4,203,1.5,12.732,12,H3D4B4,1.5,3,203,29,Male,Full-Time Employment,Undergraduate
H3D1B4,205,Graphic too small to read,24.778,4,H3D1B4,1.5,3,205,61,Male,Unemployed,Undergraduate
H1C2R10DB,206,89,9.866,7,H1C2R10DB,$79,1,206,26,Male,Full-Time Employment,Undergraduate
H3D16B3,208,0.5,24.883,1,H3D16B3,0.5,3,208,51,Male,Full-Time Student,Undergraduate
H1C1R5DT,206,46,5.231,8,H1C1R5DT,46,1,206,26,Male,Full-Time Employment,Undergraduate
H3D8T3,205,57:76,22.003,5,H3D8T3,0.75,3,205,61,Male,Unemployed,Undergraduate
H3D16B4,205,Graphic too small to read,7.897,6,H3D16B4,1.5,3,205,61,Male,Unemployed,Undergraduate
H3D4T4,205,03:02,17.863,7,H3D4T4,1.5,3,205,61,Male,Unemployed,Undergraduate
H3D4B3,205,Graphic too small to read,7.17,8,H3D4B3,0.5,3,205,61,Male,Unemployed,Undergraduate
H1C1R10SB,206,Nancy,54.29,9,H1C1R10SB,Nancy,1,206,26,Male,Full-Time Employment,Undergraduate
H3D1T3,205,01:02,14.181,9,H3D1T3,0.5,3,205,61,Male,Unemployed,Undergraduate
H1C4R10SB,206,Nillie,13.603,10,H1C4R10SB,Nillie,1,206,26,Male,Full-Time Employment,Undergraduate
H1C4R20DB,206,75,15.213,11,H1C4R20DB,74,1,206,26,Male,Full-Time Employment,Undergraduate
H1C4R15ST,206,Angus,7.549,12,H1C4R15ST,Angus,1,206,26,Male,Full-Time Employment,Undergraduate
H3D0T3,209,0.5,26.573,1,H3D0T3,0.5,3,209,60,Female,Part-Time Employment,Undergraduate
H3D16T,210,12,26.729,1,H3D16T,0.75,3,210,58,Female,Full-Time Employment,High School
H3D16T3,209,0.5,17.157,2,H3D16T3,0.5,3,209,60,Female,Part-Time Employment,Undergraduate
H3D1T3,209,0.5,14.838,3,H3D1T3,0.5,3,209,60,Female,Part-Time Employment,Undergraduate
H3D2B4,209,0.7,59.056,4,H3D2B4,0.75,3,209,60,Female,Part-Time Employment,Undergraduate
H3D8T3,211,0.75,72.951,1,H3D8T3,0.75,3,211,61,Male,Unemployed,Undergraduate
H3D0T3,211,0.5,13.26,2,H3D0T3,0.5,3,211,61,Male,Unemployed,Undergraduate
H3D8B4,209,3,32.643,5,H3D8B4,3,3,209,60,Female,Part-Time Employment,Undergraduate
H3D8B4,211,Graphic too small to read,20.255,3,H3D8B4,3,3,211,61,Male,Unemployed,Undergraduate
H3D0B4,211,Graphic too small to read,12.16,4,H3D0B4,3,3,211,61,Male,Unemployed,Undergraduate
H3D4T4,209,0.3,25.194,6,H3D4T4,1.5,3,209,60,Female,Part-Time Employment,Undergraduate
H3D1B4,211,Graphic too small to read,20.185,5,H3D1B4,1.5,3,211,61,Male,Unemployed,Undergraduate
H1C2R20ST,212,Maria,11.062,1,H1C2R20ST,Maria,1,212,29,Female,Full-Time Employment,Undergraduate
H3D0B4,209,3.1,29.611,7,H3D0B4,3,3,209,60,Female,Part-Time Employment,Undergraduate
H3D2T3,211,3,16.574,6,H3D2T3,3,3,211,61,Male,Unemployed,Undergraduate
H1C1R20DT,212,108,7.42,2,H1C1R20DT,108,1,212,29,Female,Full-Time Employment,Undergraduate
H3D1T3,211,0.5,12.236,7,H3D1T3,0.5,3,211,61,Male,Unemployed,Undergraduate
H1C1R5DB,212,45,14.861,3,H1C1R5DB,46,1,212,29,Female,Full-Time Employment,Undergraduate
H3D16B4,209,1.2,33.98,8,H3D16B4,1.5,3,209,60,Female,Part-Time Employment,Undergraduate
H1C4R10ST,212,Nillie,22.407,4,H1C4R10ST,Nillie,1,212,29,Female,Full-Time Employment,Undergraduate
H3D4T4,211,1.5,29.714,8,H3D4T4,1.5,3,211,61,Male,Unemployed,Undergraduate
H3D16T3,211,0.5,12.439,9,H3D16T3,0.5,3,211,61,Male,Unemployed,Undergraduate
H3D2T3,209,2.5,31.548,9,H3D2T3,3,3,209,60,Female,Part-Time Employment,Undergraduate
H3D4B3,211,Graphic too small to read,8.393,10,H3D4B3,0.5,3,211,61,Male,Unemployed,Undergraduate
H3D16B4,211,Graphic too small to read,6.674,11,H3D16B4,1.5,3,211,61,Male,Unemployed,Undergraduate
H3D2B4,211,Graphic too small to read,6.319,12,H3D2B4,0.75,3,211,61,Male,Unemployed,Undergraduate
H3D1B4,209,0.2,18.486,10,H3D1B4,1.5,3,209,60,Female,Part-Time Employment,Undergraduate
H1C2R5SB,212,Kenan,51.866,5,H1C2R5SB,Kenan,1,212,29,Female,Full-Time Employment,Undergraduate
H3D8T3,209,0.1,46.885,11,H3D8T3,0.75,3,209,60,Female,Part-Time Employment,Undergraduate
H1C2R15DB,212,64,40.793,6,H1C2R15DB,69,1,212,29,Female,Full-Time Employment,Undergraduate
H3D4B3,209,0.52,24.938,12,H3D4B3,0.5,3,209,60,Female,Part-Time Employment,Undergraduate
H3D4B,214,4.5,71.243,1,H3D4B,3,3,214,45,Male,Full-Time Employment,Undergraduate
H1C1R15SB,212,Paige,34.493,7,H1C1R15SB,Paige,1,212,29,Female,Full-Time Employment,Undergraduate
H1C4R20DT,212,74,14.147,8,H1C4R20DT,74,1,212,29,Female,Full-Time Employment,Undergraduate
H1C1R10ST,212,Nancy,10.307,9,H1C1R10ST,Nancy,1,212,29,Female,Full-Time Employment,Undergraduate
H3D1B,214,0.48,49.655,2,H3D1B,0.75,3,214,45,Male,Full-Time Employment,Undergraduate
H1C2R10DT,212,79,23.207,10,H1C2R10DT,79,1,212,29,Female,Full-Time Employment,Undergraduate
H1C4R15SB,212,Jake,24.52,11,H1C4R15SB,Angus,1,212,29,Female,Full-Time Employment,Undergraduate
H3D8B,214,0.52,34.852,3,H3D8B,0.5,3,214,45,Male,Full-Time Employment,Undergraduate
H1C4R5DB,212,95,25.675,12,H1C4R5DB,93,1,212,29,Female,Full-Time Employment,Undergraduate
H3D1T2,214,3,33.128,4,H3D1T2,3,3,214,45,Male,Full-Time Employment,Undergraduate
H3D2T3,215,03:01,15.037,1,H3D2T3,3,3,215,26,Male,Full-Time Employment,Undergraduate
H3D16T2,214,3,26.497,5,H3D16T2,3,3,214,45,Male,Full-Time Employment,Undergraduate
H3D4T4,215,03:02,22.457,2,H3D4T4,1.5,3,215,26,Male,Full-Time Employment,Undergraduate
H3D8T2,214,1.5,21.684,6,H3D8T2,1.5,3,214,45,Male,Full-Time Employment,Undergraduate
H3D16T3,215,01:02,13.516,3,H3D16T3,0.5,3,215,26,Male,Full-Time Employment,Undergraduate
H3D2T2,214,0.5,12.377,7,H3D2T2,0.5,3,214,45,Male,Full-Time Employment,Undergraduate
H3D0B,214,0.75,18.673,8,H3D0B,0.75,3,214,45,Male,Full-Time Employment,Undergraduate
H3D1T,216,0.75,80.181,1,H3D1T,0.75,3,216,45,Male,Full-Time Employment,Undergraduate
H3D16B,214,0.75,31.269,9,H3D16B,0.75,3,214,45,Male,Full-Time Employment,Undergraduate
H3D8T3,215,57:76,62.519,4,H3D8T3,0.75,3,215,26,Male,Full-Time Employment,Undergraduate
H3D0B4,215,03:01,23.725,5,H3D0B4,3,3,215,26,Male,Full-Time Employment,Undergraduate
H3D2B,214,1.5,32.486,10,H3D2B,1.5,3,214,45,Male,Full-Time Employment,Undergraduate
H3D1B4,215,03:02,20.836,6,H3D1B4,1.5,3,215,26,Male,Full-Time Employment,Undergraduate
H3D4T2,214,0.75,19.953,11,H3D4T2,0.75,3,214,45,Male,Full-Time Employment,Undergraduate
H3D16B4,215,03:02,17.471,7,H3D16B4,1.5,3,215,26,Male,Full-Time Employment,Undergraduate
H3D0T3,215,01:02,10.499,8,H3D0T3,0.5,3,215,26,Male,Full-Time Employment,Undergraduate
H3D0T2,214,1.5,22.233,12,H3D0T2,1.5,3,214,45,Male,Full-Time Employment,Undergraduate
H1C2R20SB,213,Kenan,387.134,1,H1C2R20SB,Maria,1,213,37,Female,Unemployed,High School
H3D4B3,215,01:02,13.265,9,H3D4B3,0.5,3,215,26,Male,Full-Time Employment,Undergraduate
H1C2R10DB,213,80,13.249,2,H1C2R10DB,$79,1,213,37,Female,Unemployed,High School
H1C1R20DB,213,110,12.847,3,H1C1R20DB,108,1,213,37,Female,Unemployed,High School
H3D2B4,215,13:19,27.55,10,H3D2B4,0.75,3,215,26,Male,Full-Time Employment,Undergraduate
H1C2R5ST,213,Kenan,14.304,4,H1C2R5ST,Kenan,1,213,37,Female,Unemployed,High School
H3D1T3,215,01:02,11.345,11,H3D1T3,0.5,3,215,26,Male,Full-Time Employment,Undergraduate
H1C4R5DT,213,93,9.481,5,H1C4R5DT,93,1,213,37,Female,Unemployed,High School
H1C4R15ST,213,Angus,9.221,6,H1C4R15ST,Angus,1,213,37,Female,Unemployed,High School
H1C1R5DT,213,46,6.324,7,H1C1R5DT,46,1,213,37,Female,Unemployed,High School
H1C1R15ST,213,Paige,7.591,8,H1C1R15ST,Paige,1,213,37,Female,Unemployed,High School
H3D8B4,215,52:19:00,40.345,12,H3D8B4,3,3,215,26,Male,Full-Time Employment,Undergraduate
H1C4R10SB,213,Cristiano,22.396,9,H1C4R10SB,Nillie,1,213,37,Female,Unemployed,High School
H1C2R15DT,213,69,7.362,10,H1C2R15DT,69,1,213,37,Female,Unemployed,High School
H1C1R10SB,213,Nancy,12.827,11,H1C1R10SB,Nancy,1,213,37,Female,Unemployed,High School
H1C4R20DB,213,70,21.38,12,H1C4R20DB,74,1,213,37,Female,Unemployed,High School
H1C2R15DT,217,69,8.791,1,H1C2R15DT,69,1,217,61,Male,Unemployed,Undergraduate
H1C1R20DB,217,Graphic too small to read,21.268,2,H1C1R20DB,108,1,217,61,Male,Unemployed,Undergraduate
H1C2R20SB,217,Graphic too small to read,10.18,3,H1C2R20SB,Maria,1,217,61,Male,Unemployed,Undergraduate
H1C1R10SB,217,Graphic too small to read,6.918,4,H1C1R10SB,Nancy,1,217,61,Male,Unemployed,Undergraduate
H1C4R5DT,217,93,9.73,5,H1C4R5DT,93,1,217,61,Male,Unemployed,Undergraduate
H1C4R10SB,217,Graphic too small to read,7.737,6,H1C4R10SB,Nillie,1,217,61,Male,Unemployed,Undergraduate
H1C4R15ST,217,Angus,12.8,7,H1C4R15ST,Angus,1,217,61,Male,Unemployed,Undergraduate
H1C2R10DB,217,Graphic too small to read,6.55,8,H1C2R10DB,$79,1,217,61,Male,Unemployed,Undergraduate
H1C4R20DT,218,74,28.132,1,H1C4R20DT,74,1,218,45,Male,Full-Time Employment,Undergraduate
H1C4R20DB,217,Graphic too small to read,8.139,9,H1C4R20DB,74,1,217,61,Male,Unemployed,Undergraduate
H1C1R5DT,217,46,10.478,10,H1C1R5DT,46,1,217,61,Male,Unemployed,Undergraduate
H3D8T4,219,03-Jan,28.991,1,H3D8T4,3,3,219,29,Female,Full-Time Employment,Undergraduate
H1C2R5ST,217,Kenan,10.328,11,H1C2R5ST,Kenan,1,217,61,Male,Unemployed,Undergraduate
H1C4R5DB,218,98,36.809,2,H1C4R5DB,93,1,218,45,Male,Full-Time Employment,Undergraduate
H1C1R15ST,217,Paige,10.062,12,H1C1R15ST,Paige,1,217,61,Male,Unemployed,Undergraduate
H1C4R10ST,218,Nillie,8.294,3,H1C4R10ST,Nillie,1,218,45,Male,Full-Time Employment,Undergraduate
H3D0B3,219,01-Feb,29.096,2,H3D0B3,0.5,3,219,29,Female,Full-Time Employment,Undergraduate
H3D4T,220,48,21.958,1,H3D4T,3,3,220,30,Male,Unemployed,High School
H1C1R5DB,218,46,18.477,4,H1C1R5DB,46,1,218,45,Male,Full-Time Employment,Undergraduate
H1C2R15DB,218,70,21.338,5,H1C2R15DB,69,1,218,45,Male,Full-Time Employment,Undergraduate
H3D16T4,219,03-Feb,44.196,3,H3D16T4,1.5,3,219,29,Female,Full-Time Employment,Undergraduate
H1C4R15SB,218,Jake,23.474,6,H1C4R15SB,Angus,1,218,45,Male,Full-Time Employment,Undergraduate
H3D0T4,219,03:01,25.401,4,H3D0T4,3,3,219,29,Female,Full-Time Employment,Undergraduate
H1C2R5SB,218,Kenan,11.725,7,H1C2R5SB,Kenan,1,218,45,Male,Full-Time Employment,Undergraduate
H1C2R10DT,218,79,8.992,8,H1C2R10DT,79,1,218,45,Male,Full-Time Employment,Undergraduate
H3D2B3,219,01:03,20.037,5,H3D2B3,3,3,219,29,Female,Full-Time Employment,Undergraduate
H1C1R15SB,218,Paige,12.291,9,H1C1R15SB,Paige,1,218,45,Male,Full-Time Employment,Undergraduate
H1C1R20DT,218,108,8.74,10,H1C1R20DT,108,1,218,45,Male,Full-Time Employment,Undergraduate
H3D16B2,220,77,109.688,2,H3D16B2,3,3,220,30,Male,Unemployed,High School
H3D0B2,220,22.5,27.871,3,H3D0B2,1.5,3,220,30,Male,Unemployed,High School
H1C1R10ST,218,Nancy,9.717,12,H1C1R10ST,Nancy,1,218,45,Male,Full-Time Employment,Undergraduate
H3D4B4,219,02:01.5,60.805,6,H3D4B4,1.5,3,219,29,Female,Full-Time Employment,Undergraduate
H3D16T,220,16,21.886,4,H3D16T,0.75,3,220,30,Male,Unemployed,High School
H3D2T4,219,02:01.5,19.436,7,H3D2T4,0.75,3,219,29,Female,Full-Time Employment,Undergraduate
H3D2B2,220,37.5,23.159,5,H3D2B2,0.5,3,220,30,Male,Unemployed,High School
H3D8T,220,57,23.962,6,H3D8T,0.5,3,220,30,Male,Unemployed,High School
H3D1T,220,29,16.372,7,H3D1T,0.75,3,220,30,Male,Unemployed,High School
H3D1T4,219,04:03,76.614,8,H3D1T4,1.5,3,219,29,Female,Full-Time Employment,Undergraduate
H3D8B3,219,02:03,21.709,9,H3D8B3,0.75,3,219,29,Female,Full-Time Employment,Undergraduate
H3D2T,220,24,45.235,8,H3D2T,1.5,3,220,30,Male,Unemployed,High School
H3D4T3,219,01:02,8.89,10,H3D4T3,0.5,3,219,29,Female,Full-Time Employment,Undergraduate
H3D0T,220,20,10.258,9,H3D0T,0.75,3,220,30,Male,Unemployed,High School
H3D8B2,220,24.5,27.225,10,H3D8B2,1.5,3,220,30,Male,Unemployed,High School
H3D1B3,219,01:02,33.672,11,H3D1B3,0.5,3,219,29,Female,Full-Time Employment,Undergraduate
H3D1B2,220,72.5,27.114,11,H3D1B2,3,3,220,30,Male,Unemployed,High School
H3D16B3,219,01:02,27.877,12,H3D16B3,0.5,3,219,29,Female,Full-Time Employment,Undergraduate
H3D4B2,220,34,15.912,12,H3D4B2,0.75,3,220,30,Male,Unemployed,High School
H1C1R20DT,222,108,16.524,1,H1C1R20DT,108,1,222,30,Male,Unemployed,High School
H1C2R20ST,222,Maria,16.132,2,H1C2R20ST,Maria,1,222,30,Male,Unemployed,High School
H1C4R20DT,222,74,19.6,3,H1C4R20DT,74,1,222,30,Male,Unemployed,High School
H1C1R5DB,222,47,11.165,4,H1C1R5DB,46,1,222,30,Male,Unemployed,High School
H3D4B4,223,17-Nov,32.174,1,H3D4B4,1.5,3,223,24,Female,Full-Time Employment,PHD
H1C2R15DB,222,70,28.491,5,H1C2R15DB,69,1,222,30,Male,Unemployed,High School
H1C2R10DT,222,79,12.47,6,H1C2R10DT,79,1,222,30,Male,Unemployed,High School
H3D2B3,223,3,20.585,2,H3D2B3,3,3,223,24,Female,Full-Time Employment,PHD
H3D8T4,223,3,21.971,3,H3D8T4,3,3,223,24,Female,Full-Time Employment,PHD
H1C4R10ST,222,Nillie,22.161,7,H1C4R10ST,Nillie,1,222,30,Male,Unemployed,High School
H3D2T4,223,03-Apr,16.383,4,H3D2T4,0.75,3,223,24,Female,Full-Time Employment,PHD
H1C4R15SB,222,Aiden,29.167,8,H1C4R15SB,Angus,1,222,30,Male,Unemployed,High School
H3D0T4,223,3,20.39,5,H3D0T4,3,3,223,24,Female,Full-Time Employment,PHD
H1C2R5SB,222,Kenan,16.007,9,H1C2R5SB,Kenan,1,222,30,Male,Unemployed,High School
H1C1R10ST,222,Nancy,8.521,10,H1C1R10ST,Nancy,1,222,30,Male,Unemployed,High School
H3D1T4,223,03-Feb,21.199,6,H3D1T4,1.5,3,223,24,Female,Full-Time Employment,PHD
H1C1R15SB,222,Paige,15.016,11,H1C1R15SB,Paige,1,222,30,Male,Unemployed,High School
H1C4R5DB,222,90,14.544,12,H1C4R5DB,93,1,222,30,Male,Unemployed,High School
H3D8T2,224,1.5,180.24,1,H3D8T2,1.5,3,224,50,Female,Full-Time Employment,Undergraduate
H3D0B,224,0.75,40.003,2,H3D0B,0.75,3,224,50,Female,Full-Time Employment,Undergraduate
H3D4B2,225,27,96.451,1,H3D4B2,0.75,3,225,36,Female,Full-Time Employment,Undergraduate
H3D2B,224,1.5,71.062,3,H3D2B,1.5,3,224,50,Female,Full-Time Employment,Undergraduate
H3D16B,224,0.75,43.38,4,H3D16B,0.75,3,224,50,Female,Full-Time Employment,Undergraduate
H3D0T2,224,1.5,22.403,5,H3D0T2,1.5,3,224,50,Female,Full-Time Employment,Undergraduate
H3D1T2,224,3,15.253,6,H3D1T2,3,3,224,50,Female,Full-Time Employment,Undergraduate
H3D4T2,224,0.75,24.929,7,H3D4T2,0.75,3,224,50,Female,Full-Time Employment,Undergraduate
H3D4B,224,2.88,36.824,8,H3D4B,3,3,224,50,Female,Full-Time Employment,Undergraduate
H3D16T2,224,3,17.676,9,H3D16T2,3,3,224,50,Female,Full-Time Employment,Undergraduate
H3D8B,224,0.49,73.139,10,H3D8B,0.5,3,224,50,Female,Full-Time Employment,Undergraduate
H3D1B,224,0.76,38.174,11,H3D1B,0.75,3,224,50,Female,Full-Time Employment,Undergraduate
H3D2T2,224,0.5,19.961,12,H3D2T2,0.5,3,224,50,Female,Full-Time Employment,Undergraduate
H1C4R20DT,226,74,19.177,1,H1C4R20DT,74,1,226,72,Male,Part-Time Employment,Undergraduate
H1C2R10DT,226,79,9.685,2,H1C2R10DT,79,1,226,72,Male,Part-Time Employment,Undergraduate
H1C4R10ST,226,Nillie,13.281,3,H1C4R10ST,Nillie,1,226,72,Male,Part-Time Employment,Undergraduate
H1C2R15DB,226,75,49.142,4,H1C2R15DB,69,1,226,72,Male,Part-Time Employment,Undergraduate
H1C4R5DB,226,90,17.945,5,H1C4R5DB,93,1,226,72,Male,Part-Time Employment,Undergraduate
H1C1R10ST,226,Nancy,9.95,6,H1C1R10ST,Nancy,1,226,72,Male,Part-Time Employment,Undergraduate
H1C2R5SB,226,Kenan,27.755,7,H1C2R5SB,Kenan,1,226,72,Male,Part-Time Employment,Undergraduate
H1C1R5DB,226,47,20.932,8,H1C1R5DB,46,1,226,72,Male,Part-Time Employment,Undergraduate
H1C1R15SB,226,Paige,18.908,9,H1C1R15SB,Paige,1,226,72,Male,Part-Time Employment,Undergraduate
H1C2R20ST,226,Maria,16.3,10,H1C2R20ST,Maria,1,226,72,Male,Part-Time Employment,Undergraduate
H1C4R15SB,226,Jake,59.23,11,H1C4R15SB,Angus,1,226,72,Male,Part-Time Employment,Undergraduate
H1C1R20DT,226,108,11.148,12,H1C1R20DT,108,1,226,72,Male,Part-Time Employment,Undergraduate
H3D2B2,227,01-Feb,27.186,1,H3D2B2,0.5,3,227,43,Female,Full-Time Employment,Postgraduate
H3D8T,227,01-Feb,19.074,2,H3D8T,0.5,3,227,43,Female,Full-Time Employment,Postgraduate
H3D8B2,227,07-May,31.971,1,H3D8B2,1.5,3,227,43,Female,Full-Time Employment,Postgraduate
H3D8T,227,01-Feb,14.155,2,H3D8T,0.5,3,227,43,Female,Full-Time Employment,Postgraduate
H3D2T,227,03-Feb,100.557,3,H3D2T,1.5,3,227,43,Female,Full-Time Employment,Postgraduate
H3D4B2,227,03-Apr,56.587,4,H3D4B2,0.75,3,227,43,Female,Full-Time Employment,Postgraduate
H3D1B2,227,03-Jan,21.42,5,H3D1B2,3,3,227,43,Female,Full-Time Employment,Postgraduate
H3D1T,227,03-Apr,48.722,6,H3D1T,0.75,3,227,43,Female,Full-Time Employment,Postgraduate
H3D16T,227,03-Apr,17.683,7,H3D16T,0.75,3,227,43,Female,Full-Time Employment,Postgraduate
H3D4T,227,03-Jan,17.884,8,H3D4T,3,3,227,43,Female,Full-Time Employment,Postgraduate
H3D2T4,228,0.75,68.895,1,H3D2T4,0.75,3,228,37,Female,Full-Time Employment,Undergraduate
H3D0B2,227,04-Mar,18.083,9,H3D0B2,1.5,3,227,43,Female,Full-Time Employment,Postgraduate
H3D0T,227,03-Apr,19.272,10,H3D0T,0.75,3,227,43,Female,Full-Time Employment,Postgraduate
H3D2B2,227,01-Feb,8.829,11,H3D2B2,0.5,3,227,43,Female,Full-Time Employment,Postgraduate
H3D16B2,227,04-Mar,17.924,12,H3D16B2,3,3,227,43,Female,Full-Time Employment,Postgraduate
H3D0T4,228,3,57.367,2,H3D0T4,3,3,228,37,Female,Full-Time Employment,Undergraduate
H3D4T3,228,0.5,21.075,3,H3D4T3,0.5,3,228,37,Female,Full-Time Employment,Undergraduate
H3D4B4,228,1.5,127.637,4,H3D4B4,1.5,3,228,37,Female,Full-Time Employment,Undergraduate
H3D1T4,228,1.5,48.56,5,H3D1T4,1.5,3,228,37,Female,Full-Time Employment,Undergraduate
H3D16T4,228,1.5,78.246,6,H3D16T4,1.5,3,228,37,Female,Full-Time Employment,Undergraduate
H3D8T4,228,3,38.056,7,H3D8T4,3,3,228,37,Female,Full-Time Employment,Undergraduate
H3D2B3,228,3,54.881,8,H3D2B3,3,3,228,37,Female,Full-Time Employment,Undergraduate
H3D16B3,228,0.5,95.857,9,H3D16B3,0.5,3,228,37,Female,Full-Time Employment,Undergraduate
H3D1B3,228,0.5,79.558,10,H3D1B3,0.5,3,228,37,Female,Full-Time Employment,Undergraduate
H3D0B3,228,0.5,47.481,11,H3D0B3,0.5,3,228,37,Female,Full-Time Employment,Undergraduate
H3D8B3,228,0.75,243.543,12,H3D8B3,0.75,3,228,37,Female,Full-Time Employment,Undergraduate
H3D0T2,229,1.5,29.15,1,H3D0T2,1.5,3,229,41,Male,Full-Time Employment,High School
H3D2B,229,2,20.698,2,H3D2B,1.5,3,229,41,Male,Full-Time Employment,High School
